gene_name,logFC,pvalue,numReplicates,AveExpr,LipidProbe,hit_annotation
PSMA6,-0.16566341450927435,0.449031621,3,6.418130772455276,BF-NAPE,no hit
NMT1,-0.1650139727875779,0.507511747,3,5.822978252867561,BF-NAPE,no hit
SRP9,-0.1637068692615115,0.434443825,3,6.087591745827631,BF-NAPE,no hit
GNB2,-0.16322313846500036,0.4388219803333333,3,6.314900885972146,BF-NAPE,no hit
SMC3,-0.16229153013607833,0.2857520535,2,5.889527321684009,BF-NAPE,no hit
NAMPT,-0.16216814715278416,0.546779408,3,6.113876349419642,BF-NAPE,no hit
TXN,-0.1617544461627876,0.32529137966666666,3,6.925658310187057,BF-NAPE,no hit
EIF3E,-0.16123796163535636,0.3405556903333333,3,5.820423222869635,BF-NAPE,no hit
CNN3,-0.15999579077228182,0.42576822566666667,3,5.981304589081356,BF-NAPE,no hit
CDC42,-0.1599413869695721,0.34180028949999997,2,6.351625248220292,BF-NAPE,no hit
UNC45A,-0.15752398127581113,0.949369725,1,5.389688457139748,BF-NAPE,no hit
HEL-S-89n; HSPA5,-0.15632821242087436,0.579426593,1,7.858450271146183,BF-NAPE,no hit
ERP29,-0.15489057097660913,0.3934406283333333,3,6.479174479266728,BF-NAPE,no hit
SPTBN1,-0.1546484258962666,0.6372424096666667,3,6.4792421989304945,BF-NAPE,no hit
CFL2,-0.15389939858928442,0.32693146666666667,3,5.987568822575329,BF-NAPE,no hit
LOC117799679; RPL7,-0.15155502348156707,0.697461292,1,7.155191827149327,BF-NAPE,no hit
SFXN1,-0.15155502348156707,0.921101371,1,5.007925844889898,BF-NAPE,no hit
ATXN10,-0.15121880595746856,0.3674946396666667,3,6.071523254611547,BF-NAPE,no hit
PTGES3,-0.15049789907924221,0.402764724,3,6.298443722931627,BF-NAPE,no hit
SND1,-0.1492936086000216,0.38165111566666665,3,6.914523242152778,BF-NAPE,no hit
GSR,-0.14880726631618446,0.36243108533333335,3,6.146622047331483,BF-NAPE,no hit
PPP1CB,-0.14669552058622753,0.4180396746666667,3,6.5463614186765575,BF-NAPE,no hit
RPL5,-0.14617457807896367,0.40875366333333335,3,6.464779712899128,BF-NAPE,no hit
SF3B3,-0.1454050288668735,0.4705497053333333,3,6.637238887019308,BF-NAPE,no hit
AIMP2,-0.14442472046216742,0.840959214,1,5.799605461553797,BF-NAPE,no hit
LOC101121718; LOC101342853; LOC109555393; LOC112621791; LOC112808627; LOC113899183; RPS4; Rps4x; RPS4X,-0.1432397552695635,0.640732764,1,7.003243581011308,BF-NAPE,no hit
TUBB6,-0.14155097673416445,0.44109461333333333,3,6.998897500106592,BF-NAPE,no hit
CAP1,-0.14051807868353916,0.5394931943333333,3,6.943435640137717,BF-NAPE,no hit
WARS1,-0.1402477361857224,0.44260072866666667,3,6.025222147426519,BF-NAPE,no hit
ATP2A2,-0.14001683890448818,0.427112056,3,6.640797208439704,BF-NAPE,no hit
DYNC1I2,-0.1380693095845375,0.5506963656666667,3,5.618746798610434,BF-NAPE,no hit
ARCN1,-0.13734154153764006,0.6476212530000001,2,6.2499130551887285,BF-NAPE,no hit
EBNA1BP2,-0.1367890607477597,0.36423114599999995,2,5.847244539558488,BF-NAPE,no hit
LRRC59,-0.13525443308650764,0.5650724066666667,3,6.641710929998157,BF-NAPE,no hit
HNRNPD,-0.13516456713799474,0.386247651,3,6.675104517695704,BF-NAPE,no hit
HSD17B10,-0.13400723083030364,0.4977467483333334,3,6.786017815450501,BF-NAPE,no hit
PGK1,-0.13342232336322607,0.41142456233333335,3,7.830766463389221,BF-NAPE,no hit
DDB1,-0.13209891863481465,0.525731469,3,6.167376386126555,BF-NAPE,no hit
ATP5PB,-0.13199339936928833,0.40665554266666665,3,5.361341254091715,BF-NAPE,no hit
DEPDC5; LOC113219724; YWHAH,-0.13144332780571655,0.589996466,1,6.361996873629419,BF-NAPE,no hit
RAB11B,-0.1307137313856146,0.3240454955,2,6.546263200825274,BF-NAPE,no hit
DPYSL2,-0.12985163810927314,0.5736615103333333,3,6.564531008359275,BF-NAPE,no hit
HYOU1,-0.12944340298663803,0.5176941356666667,3,6.459500199036236,BF-NAPE,no hit
SRM,-0.12932858586098878,0.5858232643333333,3,6.058854478398786,BF-NAPE,no hit
PRDX1,-0.12890045774101866,0.48224601533333333,3,7.99796077667752,BF-NAPE,no hit
PFN1,-0.12886854205808557,0.41463557733333334,3,8.034895571623576,BF-NAPE,no hit
IPO5; RANBP5,-0.12806642401175672,0.7502590769999999,2,7.028889459915031,BF-NAPE,no hit
STOM,-0.12748954938939183,0.474495193,3,6.394834420246973,BF-NAPE,no hit
H2BC17,-0.12744773584973107,0.21358175699999998,2,6.761457636769921,BF-NAPE,no hit
CYCS,-0.12679356338841097,0.22139898566666666,3,6.036067095469229,BF-NAPE,no hit
PPIB,-0.1263186412366949,0.471030626,3,7.188663245715486,BF-NAPE,no hit
FIS1,-0.12565679226892112,0.650135886,3,5.752983094164661,BF-NAPE,no hit
H2AC11; H2AC13; H2AC15; H2AC16; H2AC17,-0.12561952271932936,0.5927766765,2,7.972784464688666,BF-NAPE,no hit
KIF5B,-0.124964527900919,0.49516598500000003,3,6.3602132983461805,BF-NAPE,no hit
Etf1; ETF1; LOC101360857; LOC111140989,-0.12441149402647805,0.732945009,1,6.433820721138962,BF-NAPE,no hit
B3GALT4; LOC100189986; LOC100931606; LOC101350865; LOC111152375; LOC117798874; LOC717289; Rps18; RPS18,-0.12207514527152136,0.544210954,1,6.977262319685166,BF-NAPE,no hit
TWF2,-0.12207514527152136,0.814554278,1,5.4051792301881685,BF-NAPE,no hit
Cpsf6; CPSF6; LOC101349913; LOC111141974,-0.12094987407931812,0.5340083345,2,5.600126030928664,BF-NAPE,no hit
APEX1,-0.12072763614327214,0.4872627983333333,3,6.791949589623174,BF-NAPE,no hit
RPLP0,-0.12065729132848746,0.4758558276666667,3,7.2455406997134855,BF-NAPE,no hit
FAM62A,-0.12049064686262861,0.530306908,3,6.161629236743865,BF-NAPE,no hit
PAIP1,-0.11887909715282585,0.636698264,3,5.862776472414684,BF-NAPE,no hit
RECQL,-0.11859156450033592,0.274170215,3,6.112465954889823,BF-NAPE,no hit
GLS,-0.11781128750968811,0.509966186,3,5.922979117036478,BF-NAPE,no hit
PRDX3,-0.11745834217054202,0.37366478066666664,3,6.423405849700322,BF-NAPE,no hit
CNDP2,-0.11742549646215428,0.5962406515,2,5.633208341555472,BF-NAPE,no hit
HSPB1,-0.11731263628842231,0.45401858733333333,3,7.477299435439616,BF-NAPE,no hit
VCL,-0.11720526838540374,0.454225037,3,7.2662325053646,BF-NAPE,no hit
HEL-S-273,-0.11578528771629687,0.45032426366666667,3,6.711514397953321,BF-NAPE,no hit
BCL2L2; BCL2L2-PABPN1; LOC101332651; LOC102975296; LOC106988220; LOC109255027; LOC110585402; LOC111164107; LOC111554817; LOC112822568; LOC116541350; PABPN1,-0.1150887149554145,0.751858817,1,5.802158352473209,BF-NAPE,no hit
LARS1,-0.11347710019541951,0.37835547733333336,3,6.579538925780438,BF-NAPE,no hit
CLIC1,-0.11322843321468423,0.48815923533333333,3,6.983336522313481,BF-NAPE,no hit
FERMT2,-0.11148922227336927,0.4446810076666667,3,5.969644616696018,BF-NAPE,no hit
HMGB2,-0.11144195836790854,0.560612982,3,5.815160089757439,BF-NAPE,no hit
CSRP1,-0.11100552889040433,0.4185719663333333,3,5.977202405960517,BF-NAPE,no hit
LOC111151236; Msi2; MSI2,-0.11044982015189403,0.882872166,1,5.541438200136634,BF-NAPE,no hit
PDS5A,-0.11044982015189403,0.937501315,1,5.325552573541699,BF-NAPE,no hit
AIFM1,-0.11042808912372498,0.5625546836666667,3,6.090673171356749,BF-NAPE,no hit
ALDOC,-0.10986548467608342,0.6078295956666666,3,7.182963563490403,BF-NAPE,no hit
ATP1A1,-0.10889186081848701,0.525234031,3,6.76828658102696,BF-NAPE,no hit
EHD4,-0.10813595431364759,0.82839021,1,5.375470767258464,BF-NAPE,no hit
H1-3,-0.10713348285665014,0.2648566165,2,7.509706517537268,BF-NAPE,no hit
FLNA,-0.10691132624863364,0.49298139333333335,3,8.172694007630284,BF-NAPE,no hit
PPP2R2A,-0.1059907400361777,0.521370912,3,5.397423193990801,BF-NAPE,no hit
ATP5F1B; HEL-S-271,-0.10582579362644651,0.829405755,1,7.755258778819366,BF-NAPE,no hit
EIF3C; EIF3S8,-0.10467209901007624,0.460409778,1,6.30594510835204,BF-NAPE,no hit
RPL9; RPL9P7; RPL9P8; RPL9P9,-0.10234327653183922,0.5885197466666666,3,6.919969744754188,BF-NAPE,no hit
CTNNA1,-0.10075004534690579,0.616597177,3,6.272358811565736,BF-NAPE,no hit
RPL38,-0.10019614748057509,0.409466282,2,6.6376472249637075,BF-NAPE,no hit
MTHFD1,-0.1000532268426707,0.554656541,3,6.786777098480066,BF-NAPE,no hit
RAB2A,-0.09938535521323771,0.4403274405,2,5.9880408122245,BF-NAPE,no hit
PYGL,-0.09847471996057233,0.33268353,3,5.9391908590372875,BF-NAPE,no hit
DCTN1,-0.09776923875538823,0.781024651,1,5.539657742933174,BF-NAPE,no hit
CFL1,-0.09766177220532085,0.528743433,3,7.863765866082227,BF-NAPE,no hit
EIF2S3; LOC116549357,-0.09662196629660669,0.875098415,1,6.037036927662631,BF-NAPE,no hit
WDR82,-0.09662196629660669,0.905044258,1,5.756504673434917,BF-NAPE,no hit
IDH1,-0.09582924020017652,0.5799137636666667,3,6.791186471769079,BF-NAPE,no hit
HADHA,-0.09412028464517419,0.5765009036666666,3,6.772167549306128,BF-NAPE,no hit
TUBA4A,-0.09376966714129725,0.540614131,3,7.035490620268789,BF-NAPE,no hit
SDHA,-0.09318561284767618,0.890710815,1,6.563369167526186,BF-NAPE,no hit
ST13,-0.09089270966854474,0.591671337,3,6.462408324001083,BF-NAPE,no hit
HMGB1,-0.09016960073669533,0.5477423743333333,3,6.291583752022548,BF-NAPE,no hit
H1-5,-0.09014795867491593,0.579343553,3,6.962353339114593,BF-NAPE,no hit
RPL27A,-0.08857065225080829,0.578996268,3,6.717236346923206,BF-NAPE,no hit
RPLP1,-0.08841728687209532,0.4025494365,2,6.032753298782335,BF-NAPE,no hit
RPL4,-0.08827437670884969,0.5933183003333333,3,7.121826626505315,BF-NAPE,no hit
PPP2R1A,-0.08788833409953489,0.582030436,3,6.722581235167621,BF-NAPE,no hit
MYH9,-0.08754328173622905,0.6006170983333333,3,7.641708772421988,BF-NAPE,no hit
PRPF19,-0.08433732966747787,0.6604577353333333,3,5.9543321752210865,BF-NAPE,no hit
GCN1,-0.08381664216939538,0.511154561,3,6.593832348275167,BF-NAPE,no hit
GART,-0.08341380838997559,0.5939770316666667,3,6.571795651133,BF-NAPE,no hit
EPRS1,-0.08288285124270084,0.650994952,3,6.501844777855504,BF-NAPE,no hit
CNN2,-0.08259004221133454,0.5551864385,2,5.828445565819648,BF-NAPE,no hit
DDX19B,-0.0825161629419528,0.671519288,3,5.668800219047158,BF-NAPE,no hit
PSPC1,-0.082083289945793,0.5520484059999999,2,5.775230683882823,BF-NAPE,no hit
SRSF3,-0.08195385164454688,0.20155045733333335,3,6.370707907094553,BF-NAPE,no hit
PA2G4,-0.08085867344756725,0.578554927,3,6.693676713092113,BF-NAPE,no hit
HEL-S-269; PDIA3,-0.08065521789154051,0.960951646,1,7.133856163693997,BF-NAPE,no hit
UGP2,-0.08065521789154051,0.708876131,1,5.636108287006654,BF-NAPE,no hit
ENO1,-0.07749765471454712,0.6240898986666666,3,8.509752619730639,BF-NAPE,no hit
BUB3,-0.07741863506824198,0.5114531133333333,3,6.279987416840374,BF-NAPE,no hit
PPP2CB,-0.0772566414296757,0.633193443,1,5.803124737848961,BF-NAPE,no hit
TPI1,-0.07712024615693053,0.6004247623333333,3,7.802838322783462,BF-NAPE,no hit
QARS1,-0.07636261543471312,0.6016106760000001,3,6.250272886488916,BF-NAPE,no hit
PLS3,-0.07620926820476803,0.6269968816666667,3,7.245987659216589,BF-NAPE,no hit
PFAS,-0.07534963290204505,0.27712196066666667,3,5.6692579253821584,BF-NAPE,no hit
YWHAZ,-0.07443247777391604,0.609751295,3,7.323966216342939,BF-NAPE,no hit
HSPE1,-0.0732932294254765,0.519986082,3,7.037289517033277,BF-NAPE,no hit
PSMD3,-0.07291489566087944,0.427920941,3,6.1687516713538475,BF-NAPE,no hit
PEDS1-UBE2V1,-0.072737624294259,0.618588415,1,6.046565334098561,BF-NAPE,no hit
CAPZA1,-0.07164658585826422,0.6238038746666666,3,6.731789014956448,BF-NAPE,no hit
RAD23B,-0.07088892275105785,0.213304336,3,5.584989433004183,BF-NAPE,no hit
U2AF2,-0.07067320722594367,0.666193257,3,6.787317330093344,BF-NAPE,no hit
RSL1D1,-0.06991302540094496,0.388584078,3,6.219317517717158,BF-NAPE,no hit
EEF1B2,-0.06929626713870363,0.44504685633333335,3,7.062771271163319,BF-NAPE,no hit
SLC25A11,-0.06895531153408124,0.488712461,3,5.679986021904516,BF-NAPE,no hit
LRRC47,-0.06856813919493804,0.6101560656666667,3,5.576511809012676,BF-NAPE,no hit
ANXA5; HEL-S-7,-0.0682327180862135,0.311390043,1,7.606701546008727,BF-NAPE,no hit
KRT7,-0.06759335399296823,0.684401875,3,8.051264886246443,BF-NAPE,no hit
CDK2,-0.06598552909465555,0.981221611,1,6.069531780668567,BF-NAPE,no hit
SUB1,-0.06488270710035066,0.5843057946666667,3,6.821605276817735,BF-NAPE,no hit
ACTN1,-0.0640515414249267,0.5073147355000001,2,7.032270073765205,BF-NAPE,no hit
SLC25A5,-0.06398185799787703,0.6746616496666666,3,7.131404875129697,BF-NAPE,no hit
RPS14,-0.06365442022524243,0.469334368,3,6.753424721038596,BF-NAPE,no hit
EPHX1,-0.06155157081093887,0.5907240956666667,3,6.381273805866879,BF-NAPE,no hit
CAPRIN1,-0.061286297450030836,0.6125982283333333,3,6.200466457690424,BF-NAPE,no hit
FUS,-0.05875204357373781,0.6987310573333334,3,6.578907873623369,BF-NAPE,no hit
PFDN2,-0.05814781848197098,0.118435242,1,5.447583150746923,BF-NAPE,no hit
RAVER1,-0.05814781848197098,0.95399702,1,5.064703351320977,BF-NAPE,no hit
XRCC6,-0.0578205382778208,0.5940497556666666,3,7.466566228621171,BF-NAPE,no hit
DSTN,-0.05781504425675432,0.6389522483333333,3,6.507609691883285,BF-NAPE,no hit
PGAM1,-0.057109375128288564,0.464982558,3,6.909587512132293,BF-NAPE,no hit
SLC1A5,-0.05668179193769751,0.187290116,3,6.321275409139639,BF-NAPE,no hit
SRP72,-0.055903097885906694,0.6477812396666667,3,5.468605095077668,BF-NAPE,no hit
CNBP,-0.05481854169893513,0.2546082136666667,3,5.749829383687472,BF-NAPE,no hit
SBDS,-0.05480179060197976,0.121547816,1,5.787826534808149,BF-NAPE,no hit
TRAP1,-0.05346334582126083,0.7354678013333333,3,6.7172979430229365,BF-NAPE,no hit
EIF3J,-0.053368714102309145,0.1619892395,2,5.336422488297472,BF-NAPE,no hit
RPL24,-0.05300154312053801,0.610410916,3,6.794329230173807,BF-NAPE,no hit
HSP90B1,-0.05283594142217374,0.7183246453333334,3,7.535382631633478,BF-NAPE,no hit
Hnrnph3; HNRNPH3; HNRPH3; LOC111145360,-0.05257540892419654,0.888652409,1,6.24684439064323,BF-NAPE,no hit
HSPD1,-0.05218658540233606,0.648042246,3,8.147344309415924,BF-NAPE,no hit
LDHB,-0.05213128149227969,0.700380051,3,7.885016550359738,BF-NAPE,no hit
PCBP1,-0.05154513797334087,0.283189504,3,6.844773251168755,BF-NAPE,no hit
IFI35; LOC101357529; LOC101881107; LOC103009022; LOC110297769; LOC110584085; LOC111151503; LOC111538076; LOC112814435; Rpl27; RPL27; Rpl27_0; Rpl27_1; RUNDC1,-0.05146350517675735,0.887351368,1,6.704337264593977,BF-NAPE,no hit
ACAT1,-0.051383439361753824,0.5884057496666667,3,5.809056579466688,BF-NAPE,no hit
EIF2S1,-0.050691743587430504,0.664390179,3,6.5878619549303314,BF-NAPE,no hit
HADHB,-0.050494936758622155,0.48808588366666666,3,5.952777206851685,BF-NAPE,no hit
XPO1,-0.0497990549262769,0.6469398213333334,3,6.630061485032016,BF-NAPE,no hit
PSME3,-0.049576979860255777,0.5616935089999999,2,6.004349860093927,BF-NAPE,no hit
CTNNBL1,-0.04924226526007902,0.925549675,1,5.14912260816839,BF-NAPE,no hit
GSTP1,-0.04846584746495364,0.39391526450000003,2,7.683927407489637,BF-NAPE,no hit
LARP1,-0.04778177679169032,0.40931857633333335,3,4.928479687087234,BF-NAPE,no hit
FASN,-0.04720478731298683,0.7478351396666667,3,7.98859757614337,BF-NAPE,no hit
ANXA3,-0.04709849578592423,0.539218027,3,7.219474455636428,BF-NAPE,no hit
RDX,-0.045873931964661496,0.225423814,3,6.321861608480044,BF-NAPE,no hit
DHX15,-0.045259515998093525,0.7909029133333333,3,6.521839450705433,BF-NAPE,no hit
XPO7,-0.044810018944818286,0.132841922,1,5.327003657619867,BF-NAPE,no hit
UBLCP1,-0.04460303013318495,0.292933991,2,5.5343412807599845,BF-NAPE,no hit
ACAA2,-0.04405050969085922,0.06346996966666667,3,5.958407385972975,BF-NAPE,no hit
RRM1,-0.04359923644590957,0.6476918726666666,3,6.6247166461987606,BF-NAPE,no hit
RPL8,-0.04321696738879227,0.7332721343333334,3,6.879310193029797,BF-NAPE,no hit
WDR1,-0.042598991629465066,0.839944799,1,6.666380325859549,BF-NAPE,no hit
TWF1,-0.041918752295648065,0.25268651733333336,3,5.6669618150198495,BF-NAPE,no hit
ACAT2,-0.041527803848689426,0.43309808566666663,3,6.6450898088886845,BF-NAPE,no hit
TARS1,-0.04141685965656805,0.7659965596666667,3,7.375975105074928,BF-NAPE,no hit
RPL23A,-0.04127477666267393,0.41456150300000005,2,6.8409025090975835,BF-NAPE,no hit
AK1,-0.04039134767781333,0.824347346,1,6.706848684219508,BF-NAPE,no hit
TAGLN2,-0.04015434305800086,0.7804028266666667,3,7.3042321295723065,BF-NAPE,no hit
PRDX2,-0.039679791724131275,0.6239015903333334,3,7.263365268349875,BF-NAPE,no hit
HEL-S-69,-0.03928879123065521,0.81863777,1,6.857100047600877,BF-NAPE,no hit
RPS4X,-0.0391545099390504,0.5499006015,2,7.043536730808544,BF-NAPE,no hit
EZR,-0.038974231403775705,0.734813907,3,7.15877667479161,BF-NAPE,no hit
LOC101355253; LOC101873442; LOC106991292; LOC111143350; LOC113929150; Rbbp4; RBBP4,-0.03818707675108324,0.217842497,1,6.594952183429608,BF-NAPE,no hit
AKR1B1,-0.03798543013098671,0.773592127,3,6.7873117971556285,BF-NAPE,no hit
STRAP,-0.03776248390841358,0.7334698443333333,3,6.283524716734916,BF-NAPE,no hit
PPM1G,-0.03648208772706907,0.506195807,2,5.606848388651375,BF-NAPE,no hit
EEF1A1,-0.036028774943692554,0.788235782,3,8.211646296492741,BF-NAPE,no hit
Pfn2; PFN2,-0.03598616855781217,0.498828311,1,5.8722349632766235,BF-NAPE,no hit
SEPTIN11,-0.03523437741346175,0.7556980516666667,3,5.872417545060236,BF-NAPE,no hit
ACTR2,-0.03458984046227365,0.38907972566666665,3,6.248059765200389,BF-NAPE,no hit
PSMD11,-0.03386906170944942,0.7946536463333334,3,6.663199405861894,BF-NAPE,no hit
ECHS1,-0.032960403961662554,0.6191784196666666,3,6.265894933744115,BF-NAPE,no hit
BTF3,-0.032706556074226956,0.20506343300000002,3,6.953583923585269,BF-NAPE,no hit
DDX1,-0.03234024972537303,0.8045075996666666,3,6.123722498660595,BF-NAPE,no hit
G3BP2,-0.03219776837526045,0.319194493,2,5.81075602988953,BF-NAPE,no hit
MCM2,-0.03212799076987777,0.6543351903333333,3,6.597754793358525,BF-NAPE,no hit
CSE1L,-0.03141974277862264,0.6348182576666667,3,6.972676301354991,BF-NAPE,no hit
IPO7,-0.03132952747545242,0.672067311,3,6.759340523078288,BF-NAPE,no hit
ARF1,-0.031221296686907152,0.430982674,2,6.963427071632698,BF-NAPE,no hit
CCT2; HEL-S-100n,-0.030498542919381588,0.774915507,1,7.216630602915611,BF-NAPE,no hit
RPS2,-0.02889108776730759,0.7259526053333333,3,7.118101368781494,BF-NAPE,no hit
YWHAE,-0.02854378358287435,0.8416199916666667,3,7.652979487120229,BF-NAPE,no hit
HNRNPAB,-0.02795076919461842,0.6261681313333333,3,6.790905317396866,BF-NAPE,no hit
RPS8,-0.02715679870418153,0.763079956,3,7.124144226826221,BF-NAPE,no hit
YWHAB,-0.02706849528468913,0.617002919,3,7.047764674063324,BF-NAPE,no hit
PSMA7,-0.02576236562101636,0.6183008956666667,3,6.860756241625029,BF-NAPE,no hit
CKB,-0.025314497293013383,0.7614321625,2,7.1661950092747215,BF-NAPE,no hit
PSMB1,-0.025303433623965754,0.408284619,3,6.488864862900588,BF-NAPE,no hit
FKBP4,-0.02444592515142907,0.46401354433333336,3,6.769818356657349,BF-NAPE,no hit
CAD,-0.024306104888423774,0.552549465,3,6.65436865084122,BF-NAPE,no hit
SEC13,-0.02300172433856379,0.33656874033333334,3,5.887697908505222,BF-NAPE,no hit
HEL-S-97n; PRDX4,-0.02285076636867811,0.739275304,1,6.4312362669866765,BF-NAPE,no hit
IQGAP1,-0.022500712883909035,0.7189994253333334,3,7.306241945101088,BF-NAPE,no hit
HPRT1,-0.021219819431365028,0.5692433473333334,3,6.465417474195857,BF-NAPE,no hit
RARS1,-0.020539735904209988,0.652903897,3,6.27371047239765,BF-NAPE,no hit
CAPNS1,-0.02017180229075488,0.635087482,3,6.091408151874434,BF-NAPE,no hit
SF3A3,-0.020136260194904998,0.487834166,3,5.931182850726447,BF-NAPE,no hit
ARL6IP1; LOC101112339; LOC101344110; LOC101585542; LOC102729744; LOC102834622; LOC103069695; LOC103251525; LOC109392063; LOC111156074; LOC112624243; LOC112915184; LOC113925746; LOC114112986; Rps15a; RPS15A; Rps15a_0; SMG1,-0.019585517805702612,0.171390036,1,6.832580130395239,BF-NAPE,no hit
RPL23,-0.018733968762122244,0.5028094695,2,7.00429830740317,BF-NAPE,no hit
KHDRBS1,-0.018542507910993766,0.4843217853333333,3,6.512718972248766,BF-NAPE,no hit
LOC101352229; LOC111144137; TMEM113; Wdr82; WDR82,-0.01741278389972145,0.358149202,1,5.9876580827322226,BF-NAPE,no hit
ALDOA,-0.01685617752735652,0.6730348003333334,3,7.935125472795598,BF-NAPE,no hit
NUDT5,-0.016414706085779496,0.5837708546666667,3,5.951379775244863,BF-NAPE,no hit
RPS12,-0.016113990163403258,0.477806497,2,6.72349354426969,BF-NAPE,no hit
PPIA,-0.016042243171179915,0.7117443605,2,7.916883931023038,BF-NAPE,no hit
SLC3A2,-0.01566023904915481,0.6548977653333333,3,7.586104449257402,BF-NAPE,no hit
RPS3,-0.015170314983876165,0.7174282536666666,3,7.403422329223398,BF-NAPE,no hit
EIF3M,-0.014769435108332618,0.5785566406666667,3,6.17242595453569,BF-NAPE,no hit
SERPINB6,-0.014159806104633688,0.695412536,1,6.4301088775795945,BF-NAPE,no hit
DLD,-0.013999321494369,0.451031586,3,6.320249501071813,BF-NAPE,no hit
SF3B2,-0.013681037257901818,0.7767868166666666,3,5.973726729827005,BF-NAPE,no hit
HNRNPR,-0.013245601552040409,0.503332097,2,6.904847544681799,BF-NAPE,no hit
PSMA5,-0.012580788647177321,0.5709743655,2,6.022501343643563,BF-NAPE,no hit
PGD,-0.012528367391430706,0.8979274593333333,3,7.101505070491093,BF-NAPE,no hit
TCP1,-0.011660610630674306,0.7289705086666667,3,6.939819804576381,BF-NAPE,no hit
RPS15,-0.009624852556187724,0.27628754466666666,3,6.452678142247406,BF-NAPE,no hit
SERBP1,-0.00933615221811096,0.504636079,2,6.369694749823098,BF-NAPE,no hit
GOT1,-0.008705582175210502,0.48236249366666667,3,6.519442273083649,BF-NAPE,no hit
CRTAP,-0.007987669945064224,0.6069645053333333,3,5.570825476260741,BF-NAPE,no hit
PEBP1,-0.007541591238549861,0.7849849873333333,3,6.746242574069102,BF-NAPE,no hit
PGM1,-0.006467424689216794,0.735897787,3,6.31422990253182,BF-NAPE,no hit
LMNA,-0.006168690678415523,0.8594740783333333,3,7.664847674159186,BF-NAPE,no hit
SEPTIN9,-0.005943036528811174,0.23459017533333335,3,6.041479905419888,BF-NAPE,no hit
RPL28,-0.0058703997404386254,0.46570684166666665,3,6.085460540746468,BF-NAPE,no hit
ANXA2,-0.0055286426935213795,0.7121849596666667,3,8.06327581707681,BF-NAPE,no hit
DDX17,-0.005277595757305631,0.347186894,3,6.649333141979665,BF-NAPE,no hit
P4HB,-0.005112455302533403,0.9194718236666667,3,7.294368814302064,BF-NAPE,no hit
ARL3,-0.005083921144105774,0.3008418093333333,3,5.8505613446531965,BF-NAPE,no hit
EEF2,-0.004036014797313914,0.9360474806666667,3,7.807244697252315,BF-NAPE,no hit
ARPC3,-0.0033554947493769083,0.5582602066666666,3,6.015968237948982,BF-NAPE,no hit
G3BP1,-0.002899519829092201,0.573081387,3,6.615217136696011,BF-NAPE,no hit
SNRPD1,-0.002829896391800424,0.8647256496666667,3,6.402141002275053,BF-NAPE,no hit
RPL21,-0.0027118395913162674,0.812906889,2,6.3630580791142215,BF-NAPE,no hit
CBR1,-0.002463491809970575,0.536917596,3,6.918000502474184,BF-NAPE,no hit
IPO4,-0.0022352433416986117,0.43269396,3,5.23766292252009,BF-NAPE,no hit
NQO1,-0.0021805394417573343,0.7314291213333334,3,6.957254046130942,BF-NAPE,no hit
CALD1,-0.0015730277596782138,0.39432928733333333,3,6.588606216470286,BF-NAPE,no hit
EIF3C,-0.0012207503971355393,0.631280683,1,6.195706428883893,BF-NAPE,no hit
SUPT16H,-0.0011910668217409714,0.013773199666666668,3,6.06847249162241,BF-NAPE,no hit
DDX3X,-0.0011629489810957017,0.6097961623333333,3,6.890815857872915,BF-NAPE,no hit
TUFM,-9.625399329652451e-4,0.7292840143333333,3,7.130331907565973,BF-NAPE,no hit
ANP32B,-6.566061322771377e-5,0.628264992,3,6.869721979054323,BF-NAPE,no hit
DDOST,6.566061322771377e-5,0.7020141626666667,3,6.659267625143859,BF-NAPE,no hit
HAT1,1.275362153432824e-4,0.761208154,3,6.1129537987286175,BF-NAPE,no hit
GARS1,3.0230028574801393e-4,0.517943074,3,6.523849982433373,BF-NAPE,no hit
